Time,BL100_MF_1,BL100_MF_2,BL100_MF_3,BL100_MF_4,T_CORI,MF_CORI,RHO_CORI,DP
"13:47:44,8",100.0,,,,26.474517822265625,0.03122214414179325,1002.472412109375,1.8829524517059326
"13:47:45,0",100.0,,,,26.479150772094727,0.030845431610941887,1002.4882202148438,1.8837453126907349
"13:47:45,3",100.0,,,,26.476835250854492,0.030646583065390587,1002.4618530273438,1.8841521739959717
"13:47:45,5",100.0,,,,26.476835250854492,0.030924299731850624,1002.446044921875,1.8827588558197021
"13:47:45,8",100.0,,,,26.481470108032227,0.031812407076358795,1002.220947265625,1.8811259269714355
"13:47:46,0",100.0,,,,26.472200393676758,0.03201798349618912,1002.2086181640625,1.8778610229492188
"13:47:46,3",100.0,,,,26.476835250854492,0.032344263046979904,1002.3967895507812,1.8724980354309082
"13:47:46,5",100.0,,,,26.467559814453125,0.03209657222032547,1002.2367553710938,1.8644424676895142
"13:47:46,8",100.0,,,,26.472200393676758,0.03217390552163124,1002.4196166992188,1.8562616109848022
"13:47:47,0",100.0,,,,26.474517822265625,0.03312479704618454,1002.472412109375,1.8605334758758545
"13:47:47,3",100.0,,,,26.474517822265625,0.03708469867706299,1002.256103515625,1.8643572330474854
"13:47:47,5",100.0,,,,26.476835250854492,0.03269604593515396,1002.3018188476562,1.8665052652359009
"13:47:47,8",100.0,,,,26.479150772094727,0.03211497142910957,1002.3405151367188,1.8634486198425293
"13:47:48,0",100.0,,,,26.469877243041992,0.030924644321203232,1002.2349853515625,1.8492138385772705
"13:47:48,3",100.0,,,,26.467559814453125,0.030962837859988213,1002.3721313476562,1.8477816581726074
"13:47:48,5",100.0,,,,26.469877243041992,0.03034702129662037,1002.2068481445312,1.8563041687011719
"13:47:48,8",100.0,,,,26.472200393676758,0.03006701171398163,1002.3844604492188,1.8734254837036133
"13:47:49,0",100.0,,,,26.476835250854492,0.029903046786785126,1002.2086181640625,1.9241656064987183
"13:47:49,3",100.0,,,,26.472200393676758,0.02982185408473015,1002.2068481445312,1.99057936668396
"13:47:49,5",100.0,,,,26.476835250854492,0.02921394631266594,1002.37744140625,2.0637359619140625
"13:47:49,8",100.0,,,,26.474517822265625,0.02892390638589859,1002.5269165039062,2.1041693687438965
"13:47:50,1",100.0,,,,26.474517822265625,0.02909301593899727,1002.300048828125,2.128486156463623
"13:47:50,3",100.0,,,,26.474517822265625,0.029382694512605667,1002.516357421875,2.1649527549743652
"13:47:50,6",100.0,,,,26.469877243041992,0.02989637665450573,1002.5023193359375,2.2165582180023193
"13:47:50,8",100.0,,,,26.474517822265625,0.030094390735030174,1002.3193969726562,2.2700576782226562
"13:47:51,1",100.0,,,,26.467559814453125,0.02969818003475666,1002.5128173828125,2.341566562652588
"13:47:51,3",100.0,,,,26.474517822265625,0.028717873618006706,1002.4530639648438,2.408994674682617
"13:47:51,6",100.0,,,,26.472200393676758,0.02865620329976082,1002.2367553710938,2.4826276302337646
"13:47:51,8",100.0,,,,26.467559814453125,0.02848147042095661,1002.4231567382812,2.570136308670044
"13:47:52,1",100.0,,,,26.467559814453125,0.02917492762207985,1002.2631225585938,2.6464197635650635
"13:47:52,3",100.0,,,,26.467559814453125,0.029311902821063995,1002.3826904296875,2.6702418327331543
"13:47:52,6",100.0,,,,26.479150772094727,0.029549937695264816,1002.4882202148438,2.684220314025879
"13:47:52,8",100.0,,,,26.479150772094727,0.02981465868651867,1002.2965698242188,2.704094409942627
"13:47:53,1",100.0,,,,26.486108779907227,0.0296408049762249,1002.4512939453125,2.7302162647247314
"13:47:53,3",100.0,,,,26.486108779907227,0.03053850308060646,1002.2842407226562,2.7420413494110107
"13:47:53,6",100.0,,,,26.486108779907227,0.030050823464989662,1002.3704223632812,2.7575504779815674
"13:47:53,8",100.0,,,,26.48379135131836,0.031087640672922134,1002.35986328125,2.7722551822662354
"13:47:54,1",100.0,,,,26.469877243041992,0.0323166698217392,1002.2402954101562,2.779276132583618
"13:47:54,3",100.0,,,,26.481470108032227,0.03315214067697525,1002.0643920898438,2.80192232131958
"13:47:54,6",100.0,,,,26.486108779907227,0.03545992448925972,1002.1980590820312,2.815577745437622
"13:47:54,8",100.0,,,,26.472200393676758,0.037830352783203125,1002.0028686523438,2.8322806358337402
"13:47:55,1",100.0,,,,26.472200393676758,0.040570031851530075,1002.1470947265625,2.840771198272705
"13:47:55,3",100.0,,,,26.481470108032227,0.043838437646627426,1002.0643920898438,2.8307785987854004
"13:47:55,6",100.0,,,,26.479150772094727,0.04892118647694588,1001.7953491210938,2.8113839626312256
"13:47:55,8",100.0,,,,26.486108779907227,0.05376730114221573,1001.8516235351562,2.781548261642456
"13:47:56,1",100.0,,,,26.472200393676758,0.05828570947051048,1001.805908203125,2.7167673110961914
"13:47:56,3",100.0,,,,26.472200393676758,0.06457237899303436,1001.448974609375,2.5890495777130127
"13:47:56,6",100.0,,,,26.479150772094727,0.07093167304992676,1001.5562133789062,2.18550968170166
