Time,MF_LF,T_CORI,MF_CORI,RHO_CORI,P_DP,Pin_DP,Pout_DP
1701866326.803192,0.0,23.103700637817383,-0.14679934084415436,15.222436904907227,,1.1632499694824219,1.1632499694824219
1701866326.903868,0.0,23.1014404296875,-0.14719659090042114,15.253960609436035,,1.1632499694824219,1.1632499694824219
1701866327.004556,0.0,23.099178314208984,-0.14710663259029388,15.22844123840332,,1.1632499694824219,1.1632499694824219
1701866327.10524,0.0,23.1014404296875,-0.14724478125572205,15.177404403686523,,1.1632499694824219,1.1632499694824219
1701866327.20585,0.0,23.09465217590332,-0.14721736311912537,15.096345901489258,,1.1632499694824219,1.1632499694824219
1701866327.306465,0.0,23.096912384033203,-0.14740636944770813,15.123364448547363,,1.1632499694824219,1.1632499694824219
1701866327.407154,0.0,23.099178314208984,-0.14751963317394257,15.12636661529541,,1.1632499694824219,1.1632499694824219
1701866327.507794,0.0,23.09465217590332,-0.14777258038520813,15.172901153564453,,1.1632499694824219,1.1632499694824219
1701866327.608511,0.0,23.099178314208984,-0.14777356386184692,15.235946655273438,,1.1632499694824219,1.1632499694824219
1701866327.709157,0.0,23.103700637817383,-0.14794686436653137,15.259964942932129,,1.1632499694824219,1.1632499694824219
1701866327.809774,0.0,23.1014404296875,-0.14830638468265533,15.226940155029297,,1.1632499694824219,1.1632499694824219
1701866327.910377,0.0,23.096912384033203,-0.14730004966259003,15.073829650878906,,1.1632499694824219,1.1632499694824219
1701866328.010987,0.0,23.099178314208984,-0.14649109542369843,15.091842651367188,,1.1632499694824219,1.1632499694824219
1701866328.111607,0.0,23.1059627532959,-0.14652155339717865,15.147382736206055,,1.1632499694824219,1.1632499694824219
1701866328.212202,0.0,23.096912384033203,-0.14665749669075012,15.105352401733398,,1.1632499694824219,1.1632499694824219
1701866328.312843,0.0,23.10822868347168,-0.1464110016822815,15.253960609436035,,1.1632499694824219,1.1632499694824219
1701866328.413445,0.0,23.1059627532959,-0.14556434750556946,15.22393798828125,,1.1632499694824219,1.1632499694824219
1701866328.514109,0.0,23.1014404296875,-0.14546999335289001,15.090341567993164,,1.1632499694824219,1.1632499694824219
1701866328.614703,0.0,23.1014404296875,-0.14621758460998535,15.129368782043457,,1.1632499694824219,1.1632499694824219
1701866328.715299,0.0,23.09465217590332,-0.14521849155426025,15.106853485107422,,1.1632499694824219,1.1632499694824219
1701866328.815948,0.0,23.099178314208984,-0.14520953595638275,15.133872032165527,,1.1632499694824219,1.1632499694824219
1701866328.916538,0.0,23.096912384033203,-0.14521145820617676,15.112857818603516,,1.1632499694824219,1.1632499694824219
1701866329.017141,0.0,23.099178314208984,-0.1449650228023529,15.183408737182617,,1.1632499694824219,1.1632499694824219
1701866329.117791,0.0,23.099178314208984,-0.14508704841136932,15.23294448852539,,1.1632499694824219,1.1632499694824219
1701866329.218427,0.0,23.1014404296875,-0.1449100822210312,15.17140007019043,,1.1632499694824219,1.1632499694824219
1701866329.319072,0.0,23.099178314208984,-0.14465224742889404,15.085838317871094,,1.1632499694824219,1.1632499694824219
1701866329.419693,0.0,23.1059627532959,-0.14444921910762787,15.090341567993164,,1.1632499694824219,1.1632499694824219
1701866329.520291,0.0,23.1014404296875,-0.1448420286178589,15.099348068237305,,1.1632499694824219,1.1632499694824219
1701866329.620913,0.0,23.1014404296875,-0.14474107325077057,15.18490982055664,,1.1632499694824219,1.1632499694824219
1701866329.721614,0.0,23.1059627532959,-0.14448519051074982,15.247956275939941,,1.1632499694824219,1.1632499694824219
1701866329.82224,0.0,23.103700637817383,-0.14469176530838013,15.210428237915039,,1.1632499694824219,1.1632499694824219
1701866329.922959,0.0,23.1014404296875,-0.14440245926380157,15.090341567993164,,1.1632499694824219,1.1632499694824219
1701866330.023704,0.0,23.10822868347168,-0.1438966989517212,15.060319900512695,,1.1632499694824219,1.1632499694824219
1701866330.124298,0.0,23.1059627532959,-0.14342942833900452,15.073829650878906,,1.1632499694824219,1.1632499694824219
1701866330.224906,0.0,23.099178314208984,-0.14376193284988403,15.216432571411133,,1.1632499694824219,1.1632499694824219
1701866330.325517,0.0,23.099178314208984,-0.14360658824443817,15.174402236938477,,1.1632499694824219,1.1632499694824219
1701866330.42612,0.0,23.10822868347168,-0.14298410713672638,15.246455192565918,,1.1632499694824219,1.1632499694824219
1701866330.526742,0.0,23.103700637817383,-0.14319203794002533,15.093343734741211,,1.1632499694824219,1.1632499694824219
1701866330.627363,0.0,23.103700637817383,-0.14342284202575684,15.162393569946289,,1.1632499694824219,1.1632499694824219
1701866330.728032,0.0,23.1059627532959,-0.14440587162971497,15.138375282287598,,1.1632499694824219,1.1632499694824219
1701866330.828885,0.0,23.099178314208984,-0.1441183239221573,15.190914154052734,,1.1632499694824219,1.1632499694824219
1701866330.929958,0.0,23.103700637817383,-0.14444585144519806,15.123364448547363,,1.1632499694824219,1.1632499694824219
1701866331.03084,0.0,23.10822868347168,-0.14422233402729034,15.159391403198242,,1.1632499694824219,1.1632499694824219
1701866331.131842,0.0,23.10822868347168,-0.14226557314395905,15.241951942443848,,1.1632499694824219,1.1632499694824219
1701866331.23274,0.0,23.103700637817383,-0.14155049622058868,15.090341567993164,,1.1632499694824219,1.1632499694824219
1701866331.333493,0.0,23.1059627532959,-0.14175844192504883,15.099348068237305,,1.1632499694824219,1.1632499694824219
1701866331.434309,0.0,23.103700637817383,-0.14141833782196045,15.073829650878906,,1.1632499694824219,1.1632499694824219
1701866331.535223,0.0,23.103700637817383,-0.1415550410747528,15.211929321289062,,1.1632499694824219,1.1632499694824219
1701866331.636104,0.0,23.112749099731445,-0.14218978583812714,15.186410903930664,,1.1632499694824219,1.1632499694824219
1701866331.737004,0.0,23.115015029907227,-0.14142929017543793,15.256962776184082,,1.1632499694824219,1.1632499694824219
1701866331.837751,0.0,23.117279052734375,-0.1409282237291336,15.21943473815918,,1.1632499694824219,1.1632499694824219
1701866331.938669,0.0,23.117279052734375,-0.14137859642505646,15.141377449035645,,1.1632499694824219,1.1632499694824219
1701866332.039541,0.0,23.103700637817383,-0.14195534586906433,15.117361068725586,,1.1632499694824219,1.1632499694824219
1701866332.140533,0.0,23.112749099731445,-0.14216402173042297,15.195417404174805,,1.1632499694824219,1.1632499694824219
1701866332.241317,0.0,23.10822868347168,-0.1420525461435318,15.127867698669434,,1.1632499694824219,1.1632499694824219
1701866332.342089,0.0,23.10822868347168,-0.14236657321453094,15.211929321289062,,1.1632499694824219,1.1632499694824219
1701866332.442993,0.0,23.112749099731445,-0.1421949714422226,15.196918487548828,,1.1632499694824219,1.1632499694824219
1701866332.543901,0.0,23.115015029907227,-0.14233440160751343,15.172901153564453,,1.1632499694824219,1.1632499694824219
1701866332.644778,0.0,23.112749099731445,-0.1423512101173401,15.132370948791504,,1.1632499694824219,1.1632499694824219
1701866332.74554,0.0,23.110488891601562,-0.14160306751728058,15.096345901489258,,1.1632499694824219,1.1632499694824219
1701866332.846324,0.0,23.103700637817383,-0.14141829311847687,15.178905487060547,,1.1632499694824219,1.1632499694824219
1701866332.94744,0.0,23.112749099731445,-0.14271706342697144,15.235946655273438,,1.1632499694824219,1.1632499694824219
1701866333.048563,0.0,23.1059627532959,-0.14301393926143646,15.26897144317627,,1.1632499694824219,1.1632499694824219
1701866333.149556,0.0,23.115015029907227,-0.14374245703220367,15.193916320800781,,1.1632499694824219,1.1632499694824219
1701866333.25037,0.0,23.10822868347168,-0.14376990497112274,15.096345901489258,,1.1632499694824219,1.1632499694824219
1701866333.351205,0.0,23.117279052734375,-0.14362406730651855,15.081335067749023,,1.1632499694824219,1.1632499694824219
1701866333.452181,0.0,23.112749099731445,-0.1439720094203949,15.189413070678711,,1.1632499694824219,1.1632499694824219
1701866333.553005,0.0,23.117279052734375,-0.14423981308937073,15.229942321777344,,1.1632499694824219,1.1632499694824219
1701866333.65381,0.0,23.110488891601562,-0.14473474025726318,15.225439071655273,,1.1632499694824219,1.1632499694824219
1701866333.754691,0.0,23.115015029907227,-0.1444186419248581,15.226940155029297,,1.1632499694824219,1.1632499694824219
1701866333.855512,0.0,23.110488891601562,-0.1447531133890152,15.154888153076172,,1.1632499694824219,1.1632499694824219
1701866333.956342,0.0,23.103700637817383,-0.14462272822856903,15.114358901977539,,1.1632499694824219,1.1632499694824219
1701866334.057118,0.0,23.110488891601562,-0.14466437697410583,15.142879486083984,,1.1632499694824219,1.1632499694824219
