time,MF_LF,T_CORI,MF_CORI,RHO_CORI,P_DP
"12:19:09:47,2",44.22928237915039,21.910642623901367,51.15516662597656,1000.0477905273438,17.75919532775879
"12:19:09:47,3",44.38002395629883,21.90614891052246,51.158790588378906,1000.0214233398438,17.76839256286621
"12:19:09:47,4",44.50860595703125,21.903898239135742,51.162960052490234,1000.0266723632812,17.783634185791016
"12:19:09:47,5",44.619300842285156,21.901649475097656,51.16844940185547,1000.234130859375,17.791540145874023
"12:19:09:47,6",44.717552185058594,21.899402618408203,51.17433166503906,1000.234130859375,17.799793243408203
"12:19:09:47,7",44.81745529174805,21.899402618408203,51.17970275878906,1000.1884155273438,17.809616088867188
"12:19:09:47,8",44.907203674316406,21.910642623901367,51.18585205078125,1000.22705078125,17.813257217407227
"12:19:09:47,9",44.96855545043945,21.910642623901367,51.18984603881836,1000.225341796875,17.808752059936523
"12:19:09:47,0",45.01335906982422,21.901649475097656,51.192108154296875,1000.0372314453125,17.810077667236328
"12:19:09:47,1",45.083351135253906,21.89715003967285,51.19453811645508,1000.0003051757812,17.806903839111328
"12:19:09:47,2",45.15589141845703,21.90614891052246,51.1969108581543,1000.1690673828125,17.802425384521484
"12:19:09:47,3",45.213436126708984,21.915142059326172,51.19776916503906,1000.1005249023438,17.801321029663086
"12:19:09:47,4",45.28594970703125,21.910642623901367,51.198299407958984,1000.22705078125,17.796480178833008
"12:19:09:47,5",45.359947204589844,21.899402618408203,51.1990852355957,1000.0460205078125,17.79155921936035
"12:19:09:47,6",45.43442153930664,21.901649475097656,51.19926452636719,1000.1022338867188,17.78823471069336
"12:19:09:47,7",45.49845886230469,21.903898239135742,51.19887924194336,1000.0319213867188,17.785419464111328
"12:19:09:47,8",45.57261657714844,21.901649475097656,51.19900894165039,1000.225341796875,17.781871795654297
"12:19:09:47,9",45.6436767578125,21.899402618408203,51.19796371459961,1000.1708374023438,17.780675888061523
"12:19:09:47,0",45.70424270629883,21.901649475097656,51.196815490722656,1000.1954345703125,17.77704620361328
"12:19:09:47,1",45.79362106323242,21.91289520263672,51.1965217590332,1000.0653686523438,17.77504539489746
"12:19:09:47,2",45.86024856567383,21.908395767211914,51.195899963378906,1000.0917358398438,17.770244598388672
"12:19:09:47,3",45.91535568237305,21.899402618408203,51.19467544555664,1000.2218017578125,17.768705368041992
"12:19:09:47,4",45.989681243896484,21.915142059326172,51.19346618652344,1000.15673828125,17.76927375793457
"12:19:09:47,5",46.06532287597656,21.901649475097656,51.192501068115234,1000.2059936523438,17.770565032958984
"12:19:09:47,6",46.155540466308594,21.899402618408203,51.19242858886719,1000.0582885742188,17.76935577392578
"12:19:09:47,7",46.22737121582031,21.908395767211914,51.19215774536133,1000.260498046875,17.769559860229492
"12:19:09:47,8",46.29435729980469,21.903898239135742,51.19204330444336,1000.2499389648438,17.767932891845703
"12:19:09:47,9",46.36638259887695,21.89715003967285,51.19239807128906,1000.1321411132812,17.76857566833496
"12:19:09:47,0",46.43008041381836,21.8949031829834,51.19295120239258,1000.1690673828125,17.76847267150879
"12:19:09:47,1",46.500205993652344,21.910642623901367,51.1932373046875,999.9423217773438,17.769079208374023
"12:19:09:47,2",46.56239318847656,21.910642623901367,51.1937370300293,1000.2499389648438,17.770259857177734
"12:19:09:47,3",46.6245002746582,21.908395767211914,51.19375228881836,1000.2305908203125,17.767507553100586
"12:19:09:47,4",46.69272232055664,21.910642623901367,51.19366455078125,1000.1181030273438,17.766868591308594
"12:19:09:47,5",46.75324630737305,21.91289520263672,51.193416595458984,1000.2235717773438,17.76409339904785
"12:19:09:47,6",46.8132438659668,21.910642623901367,51.19303894042969,1000.1690673828125,17.766597747802734
"12:19:09:47,7",46.878334045410156,21.908395767211914,51.193077087402344,1000.1954345703125,17.763748168945312
"12:19:09:47,8",46.93571472167969,21.8949031829834,51.19234085083008,1000.23583984375,17.762725830078125
"12:19:09:47,9",46.9986572265625,21.892658233642578,51.19144058227539,1000.0477905273438,17.763893127441406
"12:19:09:47,0",47.055328369140625,21.903898239135742,51.190853118896484,1000.1005249023438,17.76201629638672
"12:19:09:47,1",47.11280059814453,21.899402618408203,51.190311431884766,1000.0530395507812,17.759756088256836
"12:19:09:47,2",47.176605224609375,21.90614891052246,51.18991470336914,1000.163818359375,17.760881423950195
"12:19:09:47,3",47.23262023925781,21.8949031829834,51.18956756591797,1000.1954345703125,17.762060165405273
"12:19:09:47,4",47.28876876831055,21.910642623901367,51.189369201660156,1000.2569580078125,17.760406494140625
"12:19:09:47,5",47.35152816772461,21.908395767211914,51.18894577026367,1000.216552734375,17.758399963378906
"12:19:09:47,6",47.40742111206055,21.908395767211914,51.18817138671875,1000.242919921875,17.757204055786133
"12:19:09:47,7",47.46858596801758,21.910642623901367,51.18778991699219,1000.119873046875,17.757036209106445
"12:19:09:47,8",47.522865295410156,21.901649475097656,51.1873664855957,1000.15673828125,17.756681442260742
"12:19:09:47,9",47.581871032714844,21.888158798217773,51.18629837036133,1000.0143432617188,17.753223419189453
"12:19:09:47,0",47.634178161621094,21.899402618408203,51.18560791015625,1000.0266723632812,17.755136489868164
"12:19:09:47,1",47.686222076416016,21.89715003967285,51.185001373291016,1000.06005859375,17.75450897216797
"12:19:09:47,2",47.7374153137207,21.901649475097656,51.18408203125,1000.2639770507812,17.75232696533203
"12:19:09:47,3",47.79425811767578,21.899402618408203,51.18303298950195,1000.1145629882812,17.75111198425293
"12:19:09:47,4",47.84489059448242,21.89715003967285,51.182525634765625,999.9791870117188,17.749053955078125
"12:19:09:47,5",47.900230407714844,21.903898239135742,51.18212890625,999.9774780273438,17.74827003479004
"12:19:09:47,6",47.949867248535156,21.89715003967285,51.18152618408203,1000.24462890625,17.751588821411133
"12:19:09:47,7",48.00421905517578,21.903898239135742,51.180965423583984,1000.0390014648438,17.74997329711914
"12:19:09:47,8",48.05318832397461,21.910642623901367,51.18049240112305,1000.2218017578125,17.750024795532227
"12:19:09:47,9",48.10159683227539,21.90614891052246,51.17985153198242,1000.08642578125,17.750173568725586
"12:19:09:47,0",48.1547966003418,21.903898239135742,51.17926025390625,1000.1514892578125,17.749204635620117
"12:19:09:47,1",48.2022590637207,21.903898239135742,51.17862319946289,1000.1954345703125,17.747400283813477
"12:19:09:47,2",48.25469970703125,21.885910034179688,51.17789077758789,1000.0284423828125,17.748153686523438
"12:19:09:47,3",48.30146789550781,21.892658233642578,51.17758560180664,1000.04248046875,17.75026512145996
"12:19:09:47,4",48.34772491455078,21.903898239135742,51.1772575378418,1000.09521484375,17.750221252441406
"12:19:09:47,5",48.3986701965332,21.888158798217773,51.17644500732422,999.9862670898438,17.74958610534668
"12:19:09:47,6",48.44406509399414,21.89715003967285,51.17560958862305,1000.1620483398438,17.74886703491211
"12:19:09:47,7",48.48914337158203,21.901649475097656,51.17494201660156,1000.20068359375,17.749061584472656
"12:19:09:47,8",48.53864288330078,21.90614891052246,51.17463684082031,999.9528198242188,17.751419067382812
"12:19:09:47,9",48.58259201049805,21.899402618408203,51.17414855957031,1000.2200317382812,17.748998641967773
"12:19:09:47,0",48.63114929199219,21.90614891052246,51.173675537109375,1000.0758666992188,17.74908447265625
"12:19:09:47,1",48.67416000366211,21.899402618408203,51.173248291015625,1000.0917358398438,17.7501220703125
"12:19:09:47,2",48.71672821044922,21.903898239135742,51.17291259765625,1000.1163330078125,17.749649047851562
"12:19:09:47,3",48.76325225830078,21.892658233642578,51.17228317260742,1000.0143432617188,17.748409271240234
"12:19:09:47,4",48.8048210144043,21.89715003967285,51.171939849853516,1000.0372314453125,17.747167587280273
"12:19:09:47,5",48.850257873535156,21.8949031829834,51.171424865722656,1000.0917358398438,17.745332717895508
"12:19:09:47,6",48.889366149902344,21.901649475097656,51.17108917236328,1000.0706176757812,17.74818229675293
"12:19:09:47,7",48.92805862426758,21.901649475097656,51.170860290527344,1000.1005249023438,17.74571418762207
"12:19:09:47,8",48.97097396850586,21.899402618408203,51.170169830322266,999.9791870117188,17.74629020690918
"12:19:09:47,9",49.01032257080078,21.89715003967285,51.16965103149414,1000.190185546875,17.745452880859375
"12:19:09:47,0",49.05550765991211,21.901649475097656,51.169158935546875,1000.1356811523438,17.746850967407227
"12:19:09:47,1",49.09381103515625,21.90614891052246,51.16850280761719,999.9757080078125,17.747373580932617
"12:19:09:47,2",49.13241958618164,21.908395767211914,51.16796112060547,1000.0038452148438,17.747133255004883
"12:19:09:47,3",49.17561340332031,21.892658233642578,51.16777038574219,1000.0319213867188,17.74715805053711
"12:19:09:47,4",49.2145881652832,21.90614891052246,51.16758346557617,1000.1093139648438,17.74849510192871
"12:19:09:47,5",49.25322723388672,21.908395767211914,51.16739273071289,1000.0302124023438,17.748350143432617
"12:19:09:47,6",49.29517364501953,21.892658233642578,51.16695022583008,1000.00732421875,17.748220443725586
"12:19:09:47,7",49.33238220214844,21.885910034179688,51.16651153564453,1000.0319213867188,17.74831771850586
"12:19:09:47,8",49.37297821044922,21.890411376953125,51.16617965698242,1000.0548095703125,17.74855613708496
"12:19:09:47,9",49.4093132019043,21.888158798217773,51.165672302246094,1000.08642578125,17.7475528717041
"12:19:09:47,0",49.444923400878906,21.888158798217773,51.16482162475586,1000.1110229492188,17.74724578857422
"12:19:09:47,2",49.48428726196289,21.89715003967285,51.163936614990234,1000.1602783203125,17.743711471557617
"12:19:09:47,3",49.51935958862305,21.899402618408203,51.163490295410156,999.99853515625,17.742891311645508
"12:19:09:47,4",49.553897857666016,21.89715003967285,51.16331100463867,999.9581298828125,17.743749618530273
"12:19:09:47,5",49.59195327758789,21.90614891052246,51.16279602050781,1000.0477905273438,17.745655059814453
"12:19:09:47,6",49.626068115234375,21.890411376953125,51.16238784790039,1000.0811767578125,17.744184494018555
"12:19:09:47,7",49.66327667236328,21.890411376953125,51.16216278076172,1000.03369140625,17.741928100585938
"12:19:09:47,8",49.69664764404297,21.888158798217773,51.16158676147461,1000.234130859375,17.743431091308594
"12:19:09:47,9",49.7332649230957,21.883665084838867,51.16124725341797,1000.1760864257812,17.743410110473633
"12:19:09:47,0",49.76582717895508,21.888158798217773,51.160919189453125,1000.0548095703125,17.742856979370117
"12:19:09:47,1",49.79864501953125,21.8949031829834,51.16061019897461,1000.0758666992188,17.741886138916016
"12:19:09:47,2",49.83442687988281,21.89715003967285,51.16041946411133,1000.04248046875,17.740690231323242
"12:19:09:47,3",49.866615295410156,21.89715003967285,51.16000747680664,1000.0108642578125,17.743446350097656
"12:19:09:47,4",49.8984489440918,21.89715003967285,51.159664154052734,999.9827270507812,17.743961334228516
"12:19:09:47,5",49.93323516845703,21.901649475097656,51.15921401977539,1000.1444702148438,17.74073028564453
"12:19:09:47,6",49.96460723876953,21.901649475097656,51.15861129760742,1000.0003051757812,17.73923683166504
"12:19:09:47,7",49.99898910522461,21.890411376953125,51.15789031982422,1000.0987548828125,17.739425659179688
"12:19:09:47,8",50.02964782714844,21.888158798217773,51.1572151184082,1000.0372314453125,17.74032974243164
"12:19:09:47,9",50.06000518798828,21.890411376953125,51.15678024291992,1000.0302124023438,17.737157821655273
"12:19:09:47,0",50.09292984008789,21.885910034179688,51.15650939941406,1000.1848754882812,17.737953186035156
"12:19:09:47,1",50.12257766723633,21.888158798217773,51.15610885620117,1000.0460205078125,17.736404418945312
"12:19:09:47,2",50.15140914916992,21.892658233642578,51.15584945678711,1000.2675170898438,17.736461639404297
"12:19:09:47,3",50.18296813964844,21.883665084838867,51.1556396484375,1000.1022338867188,17.73702621459961
"12:19:09:47,4",50.21096420288086,21.881412506103516,51.1553840637207,1000.0390014648438,17.736488342285156
"12:19:09:47,5",50.2406120300293,21.892658233642578,51.155479431152344,1000.2323608398438,17.73668670654297
"12:19:09:47,6",50.26682662963867,21.8949031829834,51.155094146728516,1000.1884155273438,17.736766815185547
"12:19:09:47,7",50.29267501831055,21.89715003967285,51.15386962890625,1000.18310546875,17.7341365814209
"12:19:09:47,8",50.32192611694336,21.8949031829834,51.15311050415039,1000.0987548828125,17.734399795532227
"12:19:09:47,9",50.350093841552734,21.888158798217773,51.15263748168945,1000.1093139648438,17.73239517211914
"12:19:09:47,0",50.37692642211914,21.892658233642578,51.151824951171875,1000.2886352539062,17.7314395904541
"12:19:09:47,1",50.40583801269531,21.892658233642578,51.15076446533203,1000.06005859375,17.72942543029785
"12:19:09:47,2",50.435447692871094,21.885910034179688,51.14991760253906,1000.2218017578125,17.73015785217285
"12:19:09:47,3",50.46244430541992,21.879165649414062,51.149505615234375,1000.198974609375,17.727985382080078
"12:19:09:47,4",50.489131927490234,21.879165649414062,51.14883041381836,1000.0266723632812,17.72968101501465
"12:19:09:47,5",50.51826858520508,21.903898239135742,51.147727966308594,1000.25341796875,17.726390838623047
"12:19:09:47,6",50.543792724609375,21.8949031829834,51.14651870727539,1000.1181030273438,17.72644805908203
"12:19:09:47,7",50.568687438964844,21.899402618408203,51.145286560058594,1000.20947265625,17.726192474365234
"12:19:09:47,8",50.596004486083984,21.89715003967285,51.14453887939453,1000.2481689453125,17.724184036254883
"12:19:09:47,9",50.620174407958984,21.890411376953125,51.143863677978516,1000.1954345703125,17.723188400268555
"12:19:09:47,0",50.646568298339844,21.892658233642578,51.14287185668945,1000.286865234375,17.723785400390625
"12:19:09:47,1",50.670528411865234,21.888158798217773,51.1419792175293,1000.1057739257812,17.722869873046875
"12:19:09:47,2",50.696746826171875,21.890411376953125,51.14076614379883,1000.146240234375,17.721878051757812
"12:19:09:47,3",50.720069885253906,21.888158798217773,51.13982009887695,1000.2903442382812,17.721952438354492
"12:19:09:47,4",50.74330520629883,21.890411376953125,51.138919830322266,1000.2587280273438,17.721698760986328
"12:19:09:47,5",50.768707275390625,21.89715003967285,51.13791275024414,1000.0934448242188,17.72109603881836
"12:19:09:47,6",50.791507720947266,21.888158798217773,51.13688278198242,1000.2393798828125,17.72137451171875
"12:19:09:47,7",50.814064025878906,21.890411376953125,51.13593673706055,1000.1409301757812,17.721424102783203
"12:19:09:47,8",50.83880615234375,21.899402618408203,51.13523864746094,1000.119873046875,17.7230224609375
"12:19:09:47,9",50.86113739013672,21.883665084838867,51.1345100402832,1000.05126953125,17.72203826904297
"12:19:09:47,0",50.88538360595703,21.892658233642578,51.13373565673828,1000.2235717773438,17.719036102294922
"12:19:09:47,1",50.90727996826172,21.89715003967285,51.132667541503906,1000.25341796875,17.71869659423828
"12:19:09:47,2",50.929046630859375,21.892658233642578,51.1317253112793,1000.11279296875,17.718151092529297
"12:19:09:47,3",50.95254135131836,21.8949031829834,51.1304931640625,1000.0811767578125,17.71613883972168
"12:19:09:47,4",50.97392654418945,21.890411376953125,51.129295349121094,1000.2639770507812,17.71605110168457
"12:19:09:47,5",50.994991302490234,21.885910034179688,51.12842559814453,1000.278076171875,17.71653175354004
"12:19:09:47,6",51.018280029296875,21.8949031829834,51.12771224975586,1000.2305908203125,17.713726043701172
"12:19:09:47,7",51.03902816772461,21.883665084838867,51.12710189819336,1000.2499389648438,17.714344024658203
"12:19:09:47,8",51.061405181884766,21.892658233642578,51.12602615356445,1000.2481689453125,17.71491813659668
"12:19:09:47,9",51.0814323425293,21.901649475097656,51.12474822998047,1000.08642578125,17.713958740234375
"12:19:09:47,0",51.10108184814453,21.899402618408203,51.12373352050781,1000.2551879882812,17.712400436401367
"12:19:09:47,1",51.12251663208008,21.903898239135742,51.122947692871094,1000.1444702148438,17.713817596435547
"12:19:09:47,2",51.14112091064453,21.903898239135742,51.12159729003906,1000.2218017578125,17.71384048461914
"12:19:09:47,3",51.15869140625,21.890411376953125,51.120384216308594,1000.2059936523438,17.710872650146484
"12:19:09:47,4",51.17786407470703,21.890411376953125,51.11903762817383,1000.2745361328125,17.707550048828125
"12:19:09:47,5",51.1949348449707,21.885910034179688,51.1175422668457,1000.3237915039062,17.707380294799805
"12:19:09:47,6",51.21443176269531,21.890411376953125,51.116233825683594,1000.1514892578125,17.70692253112793
"12:19:09:47,7",51.233436584472656,21.890411376953125,51.1151008605957,1000.3079223632812,17.70566177368164
"12:19:09:47,8",51.25406265258789,21.892658233642578,51.11424255371094,1000.0178833007812,17.70380973815918
"12:19:09:47,9",51.27121353149414,21.89715003967285,51.113582611083984,999.9827270507812,17.703420639038086
"12:19:09:47,0",51.289634704589844,21.903898239135742,51.112701416015625,1000.0460205078125,17.70191764831543
"12:19:09:47,1",51.31039047241211,21.899402618408203,51.11174011230469,1000.0530395507812,17.702571868896484
"12:19:09:47,2",51.328880310058594,21.903898239135742,51.11070251464844,1000.2499389648438,17.701416015625
"12:19:09:47,3",51.34715270996094,21.899402618408203,51.10947799682617,1000.1620483398438,17.702083587646484
"12:19:09:47,4",51.366477966308594,21.890411376953125,51.10837173461914,1000.1848754882812,17.701189041137695
"12:19:09:47,5",51.38352966308594,21.890411376953125,51.10729217529297,1000.22705078125,17.701589584350586
"12:19:09:47,6",51.4022102355957,21.890411376953125,51.106178283691406,1000.0723876953125,17.700796127319336
"12:19:09:47,7",51.418418884277344,21.89715003967285,51.104923248291016,1000.2974243164062,17.702922821044922
"12:19:09:47,8",51.434730529785156,21.888158798217773,51.104000091552734,1000.2833251953125,17.702672958374023
"12:19:09:47,9",51.452110290527344,21.8949031829834,51.10294723510742,1000.1356811523438,17.699153900146484
"12:19:09:47,0",51.468231201171875,21.892658233642578,51.10163116455078,1000.181396484375,17.700502395629883
"12:19:09:47,1",51.48569869995117,21.8949031829834,51.100975036621094,1000.0372314453125,17.697586059570312
"12:19:09:47,2",51.501380920410156,21.8949031829834,51.100032806396484,1000.04248046875,17.695545196533203
"12:19:09:47,3",51.51696014404297,21.890411376953125,51.09889602661133,1000.09521484375,17.69679069519043
"12:19:09:47,4",51.53419876098633,21.901649475097656,51.097923278808594,1000.1057739257812,17.69633674621582
"12:19:09:47,5",51.54945373535156,21.899402618408203,51.09653091430664,1000.1497192382812,17.69493865966797
"12:19:09:47,6",51.56636047363281,21.879165649414062,51.09531784057617,1000.0582885742188,17.6940975189209
"12:19:09:47,7",51.58140563964844,21.899402618408203,51.09422302246094,1000.19189453125,17.69580078125
"12:19:09:47,8",51.596439361572266,21.8949031829834,51.09321594238281,1000.08642578125,17.694753646850586
"12:19:09:47,9",51.61305618286133,21.892658233642578,51.09218978881836,1000.0741577148438,17.691415786743164
"12:19:09:47,0",51.628135681152344,21.888158798217773,51.090972900390625,1000.10400390625,17.692651748657227
"12:19:09:47,1",51.64472579956055,21.892658233642578,51.09034729003906,1000.01611328125,17.691930770874023
"12:19:09:47,2",51.6590576171875,21.892658233642578,51.08921432495117,999.9862670898438,17.689661026000977
"12:19:09:47,3",51.67380142211914,21.8949031829834,51.08853530883789,1000.2059936523438,17.687633514404297
"12:19:09:47,4",51.68939971923828,21.883665084838867,51.08727264404297,1000.1022338867188,17.68919563293457
"12:19:09:47,5",51.703369140625,21.899402618408203,51.086265563964844,1000.05126953125,17.68380355834961
"12:19:09:47,6",51.71705627441406,21.899402618408203,51.08523941040039,1000.0723876953125,17.68621063232422
"12:19:09:47,7",51.73179626464844,21.901649475097656,51.084407806396484,1000.1497192382812,17.68377685546875
"12:19:09:47,8",51.74464416503906,21.883665084838867,51.08348083496094,1000.0635986328125,17.684293746948242
"12:19:09:47,9",51.7585334777832,21.879165649414062,51.08222961425781,1000.0548095703125,17.68502426147461
"12:19:09:47,0",51.77017593383789,21.881412506103516,51.08134841918945,1000.0548095703125,17.68284797668457
"12:19:09:47,1",51.783050537109375,21.881412506103516,51.080078125,1000.1022338867188,17.681848526000977
"12:19:09:47,2",51.794097900390625,21.890411376953125,51.0791015625,1000.0811767578125,17.680856704711914
"12:19:09:47,3",51.8048210144043,21.888158798217773,51.07775115966797,1000.04248046875,17.681522369384766
"12:19:09:47,4",51.81752395629883,21.8949031829834,51.07654571533203,1000.2235717773438,17.679370880126953
"12:19:09:47,5",51.8301887512207,21.8949031829834,51.075252532958984,1000.00732421875,17.678194046020508
"12:19:09:47,7",51.84341812133789,21.892658233642578,51.0738639831543,1000.0390014648438,17.676288604736328
"12:19:09:47,8",51.85577392578125,21.903898239135742,51.07268142700195,1000.1075439453125,17.67522621154785
"12:19:09:47,9",51.86803436279297,21.89715003967285,51.07150650024414,1000.0565795898438,17.672744750976562
"12:19:09:47,0",51.882469177246094,21.883665084838867,51.070594787597656,1000.2798461914062,17.674053192138672
"12:19:09:47,1",51.89555740356445,21.8949031829834,51.06962966918945,1000.0565795898438,17.67378807067871
"12:19:09:47,2",51.90804672241211,21.879165649414062,51.068634033203125,1000.0477905273438,17.670883178710938
"12:19:09:47,3",51.9214973449707,21.888158798217773,51.0673828125,1000.0477905273438,17.672889709472656
"12:19:09:47,4",51.932777404785156,21.8949031829834,51.066497802734375,1000.0723876953125,17.672958374023438
"12:19:09:47,5",51.94396209716797,21.892658233642578,51.06563186645508,1000.0811767578125,17.670345306396484
"12:19:09:47,6",51.956451416015625,21.892658233642578,51.06495666503906,1000.2323608398438,17.671886444091797
"12:19:09:47,7",51.96702575683594,21.892658233642578,51.063663482666016,1000.0214233398438,17.672407150268555
"12:19:09:47,8",51.97883224487305,21.881412506103516,51.062705993652344,1000.18310546875,17.670379638671875
"12:19:09:47,9",51.989219665527344,21.8949031829834,51.061607360839844,1000.0565795898438,17.669870376586914
"12:19:09:47,0",52.00095748901367,21.888158798217773,51.06067657470703,1000.3360595703125,17.6720027923584
"12:19:09:47,1",52.01203155517578,21.881412506103516,51.05985641479492,1000.1356811523438,17.669023513793945
"12:19:09:47,2",52.022987365722656,21.883665084838867,51.05940246582031,1000.0670776367188,17.670053482055664
"12:19:09:47,3",52.034996032714844,21.883665084838867,51.058692932128906,1000.24462890625,17.666709899902344
"12:19:09:47,4",52.04530334472656,21.885910034179688,51.057918548583984,1000.06005859375,17.665973663330078
"12:19:09:47,5",52.056427001953125,21.885910034179688,51.05674743652344,1000.1602783203125,17.66565704345703
"12:19:09:47,6",52.06690979003906,21.881412506103516,51.05601501464844,1000.1251220703125,17.663782119750977
"12:19:09:47,7",52.07673263549805,21.883665084838867,51.0551872253418,1000.0829467773438,17.66488265991211
"12:19:09:47,8",52.08781433105469,21.890411376953125,51.05424499511719,1000.260498046875,17.664369583129883
"12:19:09:47,9",52.09765625,21.885910034179688,51.05342102050781,1000.2323608398438,17.663999557495117
"12:19:09:47,0",52.107093811035156,21.888158798217773,51.05244064331055,1000.0442504882812,17.66217041015625
"12:19:09:47,1",52.11802673339844,21.885910034179688,51.051509857177734,1000.18310546875,17.662364959716797
"12:19:09:47,2",52.12752151489258,21.881412506103516,51.05062484741211,1000.1427001953125,17.661733627319336
"12:19:09:47,3",52.13819885253906,21.885910034179688,51.04973220825195,1000.2886352539062,17.662107467651367
"12:19:09:47,4",52.147830963134766,21.885910034179688,51.048866271972656,1000.251708984375,17.661617279052734
"12:19:09:47,5",52.158294677734375,21.892658233642578,51.04823303222656,1000.216552734375,17.660911560058594
"12:19:09:47,6",52.16719436645508,21.87691879272461,51.04765319824219,1000.2305908203125,17.662296295166016
"12:19:09:47,7",52.17586135864258,21.883665084838867,51.0465087890625,1000.1954345703125,17.663192749023438
"12:19:09:47,8",52.18485641479492,21.89715003967285,51.045204162597656,1000.07763671875,17.663328170776367
"12:19:09:47,9",52.19268035888672,21.879165649414062,51.0444221496582,1000.1163330078125,17.65947151184082
"12:19:09:47,0",52.19977569580078,21.899402618408203,51.0435905456543,1000.1848754882812,17.657020568847656
"12:19:09:47,1",52.207584381103516,21.89715003967285,51.042938232421875,1000.2288208007812,17.656885147094727
"12:19:09:47,2",52.2146110534668,21.883665084838867,51.04202651977539,1000.2481689453125,17.659366607666016
"12:19:09:47,3",52.222801208496094,21.885910034179688,51.04094314575195,1000.0917358398438,17.65800666809082
"12:19:09:47,4",52.2317008972168,21.885910034179688,51.04000473022461,1000.3079223632812,17.656328201293945
"12:19:09:47,5",52.24082565307617,21.883665084838867,51.03883743286133,1000.2974243164062,17.657123565673828
"12:19:09:47,6",52.24856185913086,21.892658233642578,51.03738021850586,1000.1585083007812,17.655088424682617
"12:19:09:47,7",52.25639343261719,21.883665084838867,51.036502838134766,1000.3009033203125,17.655916213989258
"12:19:09:47,8",52.26496505737305,21.888158798217773,51.035797119140625,1000.2499389648438,17.65593147277832
"12:19:09:47,9",52.274471282958984,21.885910034179688,51.035057067871094,1000.198974609375,17.657503128051758
"12:19:09:47,0",52.28287124633789,21.8949031829834,51.03399658203125,1000.2481689453125,17.655746459960938
"12:19:09:47,1",52.29176712036133,21.89715003967285,51.03276062011719,1000.1163330078125,17.654571533203125
"12:19:09:47,2",52.29962921142578,21.890411376953125,51.032161712646484,1000.22705078125,17.65639877319336
"12:19:09:47,3",52.307891845703125,21.881412506103516,51.03117370605469,1000.190185546875,17.654726028442383
"12:19:09:47,4",52.3150520324707,21.888158798217773,51.03031921386719,1000.2235717773438,17.656639099121094
"12:19:09:47,5",52.32234191894531,21.885910034179688,51.02927780151367,1000.286865234375,17.653179168701172
"12:19:09:47,6",52.33021545410156,21.888158798217773,51.02811813354492,1000.2481689453125,17.654739379882812
"12:19:09:47,7",52.337127685546875,21.888158798217773,51.02750778198242,1000.3272705078125,17.652868270874023
"12:19:09:47,8",52.344154357910156,21.888158798217773,51.02629089355469,1000.128662109375,17.65369987487793
"12:19:09:47,9",52.35152816772461,21.892658233642578,51.025146484375,1000.1532592773438,17.65205955505371
"12:19:09:47,0",52.358299255371094,21.879165649414062,51.02406311035156,1000.2393798828125,17.65404510498047
"12:19:09:47,1",52.365867614746094,21.899402618408203,51.02318572998047,1000.2200317382812,17.65243148803711
"12:19:09:47,2",52.37261199951172,21.892658233642578,51.02245330810547,1000.2675170898438,17.65322494506836
"12:19:09:47,3",52.37932205200195,21.890411376953125,51.02130126953125,1000.1181030273438,17.6517276763916
"12:19:09:47,4",52.38676071166992,21.888158798217773,51.020408630371094,1000.14794921875,17.648042678833008
"12:19:09:47,5",52.39342498779297,21.8949031829834,51.019588470458984,1000.1796264648438,17.64764404296875
"12:19:09:47,6",52.400325775146484,21.892658233642578,51.018638610839844,1000.2042236328125,17.646955490112305
"12:19:09:47,7",52.40749740600586,21.883665084838867,51.01767349243164,1000.207763671875,17.647552490234375
"12:19:09:47,8",52.41407775878906,21.890411376953125,51.01648712158203,1000.3150024414062,17.644765853881836
"12:19:09:47,9",52.4213981628418,21.888158798217773,51.015869140625,1000.0917358398438,17.647266387939453
"12:19:09:47,0",52.42753601074219,21.892658233642578,51.01504135131836,1000.17431640625,17.647722244262695
"12:19:09:47,1",52.43377685546875,21.883665084838867,51.01423263549805,1000.2798461914062,17.64917755126953
"12:19:09:47,2",52.440185546875,21.890411376953125,51.01339340209961,1000.2112426757812,17.645748138427734
"12:19:09:47,3",52.44606018066406,21.8949031829834,51.01265335083008,1000.2112426757812,17.64417266845703
"12:19:09:47,4",52.4526252746582,21.89715003967285,51.01211166381836,1000.0635986328125,17.648685455322266
"12:19:09:47,5",52.457969665527344,21.899402618408203,51.01145553588867,1000.2710571289062,17.646223068237305
"12:19:09:47,6",52.463584899902344,21.89715003967285,51.01047134399414,1000.13916015625,17.646940231323242
"12:19:09:47,7",52.46849060058594,21.890411376953125,51.0093879699707,1000.1672973632812,17.648094177246094
"12:19:09:47,8",52.472389221191406,21.892658233642578,51.00851821899414,1000.20947265625,17.645984649658203
"12:19:09:47,9",52.47695541381836,21.888158798217773,51.00773239135742,1000.0670776367188,17.644638061523438
"12:19:09:47,0",52.480751037597656,21.883665084838867,51.006813049316406,1000.3378295898438,17.641157150268555
"12:19:09:47,1",52.48552703857422,21.879165649414062,51.006038665771484,1000.3255004882812,17.644935607910156
"12:19:09:47,2",52.49260711669922,21.888158798217773,51.00523376464844,1000.1444702148438,17.639928817749023
"12:19:09:47,3",52.49855422973633,21.8949031829834,51.00402069091797,1000.1672973632812,17.64180564880371
