Time,MF_LF,T_CORI,MF_CORI,RHO_CORI,P_DP,Pin_DP,Pout_DP,Ard_P1,Ard_T1,Ard_P2,Ard_T2,Ard_P3,Ard_T3
"15:59:55,7",0.0,27.698715209960938,-0.06535811722278595,1001.80419921875,,1.1632499694824219,1.1632499694824219,1041.03,22.48,1042.3,20.82,1039.7, 20.51
