Time,MF_LF,T_CORI,MF_CORI,RHO_CORI,P_DP,Pin_DP,Pout_DP,Ard_P1,Ard_T1,Ard_P2,Ard_T2,Ard_P3,Ard_T3
"16:03:57,2",0.0,27.724517822265625,-0.0665564239025116,1001.960693359375,,1.1632499694824219,1.1632499694824219,40.3,22.56,1041.3,20.88,1036.7,20.6
